ticket_id,pnr,passenger_name,route,start_station,end_station,travel_date,booking_date,class,seat,price,currency,ticket_type,booking_channel,days_until_travel,price_per_km,booking_frequency,time_taken_sec,login_frequency,device_type,ip_change_flag,is_fraud
140,YD02088846,Aayush Mukhopadhyay,Mumbai → Bhubaneswar,Mumbai,Bhubaneswar,2026-11-01,2026-10-19,Business,13B,18642.23,INR,flight,official_app,13,10.0769,5,97,2,mobile,0,0
141,TF72994066,Ekta Dara,Lucknow → Coimbatore,Lucknow,Coimbatore,2026-10-23,2026-10-02,AC Sleeper,S6,2526.33,INR,bus,official_app,21,2.9933,1,71,7,tablet,0,0
142,1111111111,Ekanta Seth,Bhubaneswar → Chennai,Bhubaneswar,Chennai,2026-12-08,2026-09-22,Business,29B,12802.25,INR,flight,official_website,77,10.6685,8,97,5,tablet,1,1
143,RR40815482,Ojas Thakur,Varanasi → Bhubaneswar,Varanasi,Bhubaneswar,2026-10-25,2026-09-17,Business,15A,8670.74,INR,flight,official_app,38,11.6856,4,74,2,desktop,0,0
144,#B2CCDA,Wahab Wason,Varanasi → Pune,Varanasi,Pune,2025-08-24,2025-06-09,Economy,2F,6329.9,INR,flight,official_app,76,5.834,7,59,4,mobile,1,1
145,LQ01128618,Sachi Ganesan,Hyderabad → Mumbai,Hyderabad,Mumbai,2026-01-13,2025-11-14,Sleeper,63A,797.95,INR,train,official_website,60,1.1239,1,70,10,desktop,0,0
146,BU76887521,Sachi Dave,Jaipur → Mysore,Jaipur,Mysore,2025-08-18,2025-05-31,AC Sleeper,S14,3500.74,INR,bus,official_app,79,3.0309,5,93,6,tablet,0,0
147,PR46893514,Harinakshi Grover,Mumbai → Amritsar,Mumbai,Amritsar,2025-04-19,2025-03-27,Business,27F,17988.6,INR,flight,official_website,23,10.106,5,89,2,desktop,1,0
148,IE28513777,Nachiket Kurian,Amritsar → Kochi,Amritsar,Kochi,2030-07-10,2026-08-31,AC Sleeper,S7,2527.11,INR,bus,official_website,1409,2.9351,1,113,1,tablet,1,1
149,QR83098997,Ridhi Batra,Visakhapatnam → Chennai,Visakhapatnam,Chennai,2026-08-12,2026-06-28,Economy,28F,4776.6,INR,flight,official_app,45,5.9708,2,101,4,desktop,0,0
150,GO61340318,Rayaan Nigam,Mysore → Bhopal,Mysore,Bhopal,2030-02-03,2025-09-20,AC 2 Tier,54C,2744.55,INR,train,official_app,1597,2.546,1,57,3,desktop,1,1
151,XG96986197,Mitesh Sampath,Agra → Bangalore,Agra,Bangalore,2026-11-15,2026-09-28,AC 2 Tier,46A,5426.49,INR,train,official_website,48,2.4666,2,83,1,mobile,0,0
152,ET79193919,Vrinda Swaminathan,Kochi → Bhopal,Kochi,Bhopal,2025-06-19,2025-03-23,AC 3 Tier,29B,919.73,INR,train,official_website,88,1.7159,5,107,6,tablet,0,0
153,MN18557158,Tanay Rattan,Jodhpur → Lucknow,Jodhpur,Lucknow,2025-06-19,2025-05-09,General,S8,1541.19,INR,bus,official_app,41,1.1192,2,68,3,tablet,1,0
154,CT29556874,Tejas Bhavsar,Mumbai → Surat,Mumbai,Surat,2025-04-10,2025-03-27,AC Seater,S29,6192.37,INR,bus,reseller,14,22.1156,8,81,2,unknown,0,1
155,ZS93538680,Christopher Varma,Nagpur → Ahmedabad,Nagpur,Ahmedabad,2026-05-12,2026-05-02,General,S29,918.87,INR,bus,official_website,10,1.1841,3,92,10,mobile,0,0
156,AM42174148,Varenya Kibe,Bhubaneswar → Visakhapatnam,Bhubaneswar,Visakhapatnam,2026-02-11,2026-01-13,AC 2 Tier,17B,2756.28,INR,train,official_website,29,2.4899,1,101,2,tablet,0,0
157,#AC4B3C,Ojasvi Kunda,Pune → Delhi,Pune,Delhi,2027-02-08,2026-12-25,General,13C,748.54,INR,train,reseller,45,0.5162,8,118,1,tablet,0,1
158,WG62367951,Anthony Bhattacharyya,Goa → Thiruvananthapuram,Goa,Thiruvananthapuram,2026-07-15,2026-06-22,General,17D,532.11,INR,train,official_website,23,0.4891,1,30,2,mobile,0,0
159,FM99130844,Zansi Boase,Jaipur → Jodhpur,Jaipur,Jodhpur,2026-10-04,2026-08-17,General,12A,776.74,INR,train,official_website,48,2.2845,3,97,5,tablet,0,1
160,XXXXXXXXXX,Aadi Kala,Agra → Visakhapatnam,Agra,Visakhapatnam,2025-09-05,2025-07-18,Business,1E,8742.04,INR,flight,official_website,49,11.8136,8,40,4,desktop,1,1
161,GG49321341,Gabriel Taneja,Varanasi → Delhi,Varanasi,Delhi,2025-05-26,2025-04-09,First Class,52D,2846.68,INR,train,official_website,47,3.4716,2,50,10,mobile,0,0
162,SI48257717,Bhanumati Prashad,Amritsar → Ahmedabad,Amritsar,Ahmedabad,2026-10-22,2026-09-24,Business,2D,8568.39,INR,flight,official_website,28,11.8185,1,69,7,mobile,0,0
163,DT74600290,Arunima Agrawal,Mumbai → Delhi,Mumbai,Delhi,2026-04-30,2026-02-22,AC 2 Tier,S47,1748.13,INR,bus,reseller,67,1.2487,8,80,5,tablet,1,1
164,OM35419732,Anay Shankar,Nagpur → Indore,Nagpur,Indore,2025-11-23,2025-12-18,Sleeper,60C,515.57,INR,train,reseller,-25,1.1208,8,37,5,tablet,0,1
165,HD42735785,Samaksh Mann,Mangalore → Bhopal,Mangalore,Bhopal,2025-08-08,2025-08-02,Sleeper,30D,736.63,INR,train,reseller,6,1.0375,3,75,5,tablet,1,1
166,FD60184138,Samar Loke,Bhopal → Goa,Bhopal,Goa,2025-10-07,2025-07-18,AC 2 Tier,21B,1131.56,INR,train,official_app,81,2.3623,5,59,2,desktop,0,0
167,YW36394225,Ayushman Chander,Pune → Ranchi,Pune,Ranchi,2026-03-22,2026-02-15,AC 3 Tier,34D,397.84,INR,train,official_app,35,1.5013,4,76,4,mobile,0,0
168,ZU71736865,Lajita Walia,Ranchi → Bangalore,Ranchi,Bangalore,2025-08-02,2025-06-30,Business,27D,18224.86,INR,flight,official_website,33,10.1249,3,64,4,mobile,0,0
169,OF70141644,Ridhi Bir,Ranchi → Mumbai,Ranchi,Mumbai,2030-02-01,2025-01-03,Business,17B,17297.33,INR,flight,reseller,1855,10.1749,1,28,3,mobile,0,1
170,AT23006539,Triveni Lalla,Indore → Jodhpur,Indore,Jodhpur,2026-07-31,2026-07-30,AC Sleeper,38B,5086.34,INR,train,reseller,1,3.4886,9,44,4,mobile,0,1
171,BS80008389,Ekbal Narang,Mysore → Kochi,Mysore,Kochi,2026-02-04,2025-11-06,AC 3 Tier,39D,98.69,INR,train,reseller,90,0.2056,5,114,3,desktop,1,1
172,ZY49138728,Sanya Nanda,Bhubaneswar → Lucknow,Bhubaneswar,Lucknow,2026-09-28,2026-07-24,Economy,9B,7976.01,INR,flight,official_app,66,5.566,3,59,6,desktop,0,0
173,BZ71724229,Aashi Gaba,Patna → Indore,Patna,Indore,2025-08-26,2025-07-16,Sleeper,S31,1945.88,INR,bus,official_website,41,2.0312,1,74,6,mobile,0,0
174,TH78316759,Naksh Narang,Lucknow → Coimbatore,Lucknow,Coimbatore,2025-02-11,2025-01-27,General,S36,28.36,INR,bus,reseller,15,0.0727,1,114,3,mobile,0,1
175,CZ58102362,Praneel Golla,Kochi → Mumbai,Kochi,Mumbai,2025-11-18,2025-11-11,First Class,47D,4154.34,INR,train,official_app,7,3.462,4,67,8,tablet,0,0
176,LP67483918,Vasudha Gokhale,Bhubaneswar → Varanasi,Bhubaneswar,Varanasi,2025-04-17,2025-04-19,Business,28A,7839.07,INR,flight,reseller,-2,12.0973,2,66,3,unknown,1,1
177,ZT22543747,Kritika Baria,Coimbatore → Mysore,Coimbatore,Mysore,2025-10-20,2025-11-15,First Class,66D,671.2,INR,train,official_website,-26,3.356,4,113,5,unknown,0,1
178,XG49332285,Eiravati Bansal,Delhi → Chennai,Delhi,Chennai,2030-10-26,2026-08-26,Sleeper,55C,2107.36,INR,train,official_app,1522,0.9711,2,59,1,tablet,0,1
179,PD05714472,Zayyan Goda,Chandigarh → Chennai,Chandigarh,Chennai,2025-03-09,2025-02-10,Economy,28A,2009.99,INR,flight,official_app,27,8.481,2,33,6,mobile,0,0
180,XXXXXXXXXX,Isaiah Kothari,Bhubaneswar → Kochi,Bhubaneswar,Kochi,2025-09-05,2025-07-29,Economy,18E,6328.48,INR,flight,reseller,38,5.7689,4,79,1,tablet,0,1
181,XM50009881,Abhimanyu Sandal,Udaipur → Bhubaneswar,Udaipur,Bhubaneswar,2025-03-16,2025-02-09,Sleeper,65C,294.17,INR,train,official_website,35,0.9905,5,108,6,mobile,0,0
182,BAAB,George Mistry,Chennai → Lucknow,Chennai,Lucknow,2026-08-16,2026-06-26,AC 2 Tier,40A,4259.41,INR,train,reseller,51,2.5055,2,111,5,unknown,1,1
183,BK07623867,Sanaya Thaman,Udaipur → Bhubaneswar,Udaipur,Bhubaneswar,2026-11-04,2026-10-17,Sleeper,S40,2495.13,INR,bus,official_app,18,2.0009,4,94,5,mobile,0,0
184,BI71053681,Pranit Mital,Kolkata → Nagpur,Kolkata,Nagpur,2026-08-26,2026-08-18,Economy,22A,7394.06,INR,flight,official_website,8,5.6016,3,94,8,mobile,0,0
185,SV07618508,Charvi Mukhopadhyay,Jodhpur → Agra,Jodhpur,Agra,2025-07-28,2025-05-29,General,S4,1273.12,INR,bus,official_website,60,1.236,2,107,5,tablet,0,0
186,UC66050754,Lipika Gulati,Chennai → Ranchi,Chennai,Ranchi,2026-09-06,2026-07-15,AC Seater,S25,4213.6,INR,bus,official_app,53,2.4786,3,76,6,desktop,0,0
187,LD00940153,Oviya Dara,Udaipur → Bhubaneswar,Udaipur,Bhubaneswar,2025-04-12,2025-04-05,AC Sleeper,31B,2654.54,INR,train,official_website,7,2.5402,9,111,4,unknown,1,1
188,UX43429628,Rehaan Manda,Chandigarh → Ranchi,Chandigarh,Ranchi,2025-07-25,2025-05-08,AC 3 Tier,23A,2116.96,INR,train,official_website,78,1.8345,1,66,4,desktop,0,0
189,ND82851027,Qarin Chaudhari,Bangalore → Pune,Bangalore,Pune,2026-09-14,2026-09-09,Economy,17E,613.39,INR,flight,reseller,5,0.7302,6,74,5,mobile,1,1
190,JA98312629,Lipika Ratti,Bhubaneswar → Lucknow,Bhubaneswar,Lucknow,2025-05-01,2025-02-28,AC Seater,30A,6002.71,INR,flight,reseller,62,13.6116,6,97,3,mobile,1,1
191,GG73023469,Vasudha Chhabra,Udaipur → Agra,Udaipur,Agra,2026-10-01,2026-07-15,AC 3 Tier,20A,1426.78,INR,train,official_website,78,1.8316,4,85,5,desktop,1,0
192,RS90020820,Harish Kohli,Goa → Mumbai,Goa,Mumbai,2025-08-07,2025-07-31,Economy,17D,1024.8,INR,flight,dark_web,7,1.7369,15,7,1,unknown,1,1
193,RS47697530,Krishna Anand,Mysore → Ahmedabad,Mysore,Ahmedabad,2026-11-16,2026-09-23,General,S42,293.13,INR,bus,dark_web,54,0.3312,25,5,1,unknown,1,1
194,FZ69154785,Neelima Khurana,Bhubaneswar → Mumbai,Bhubaneswar,Mumbai,2025-09-29,2025-09-15,Economy,23D,10069.76,INR,flight,official_website,14,5.4431,1,42,4,desktop,0,0
195,FE62641509,Vinaya Chadha,Mangalore → Patna,Mangalore,Patna,2026-07-17,2026-05-27,Sleeper,S16,505.9,INR,bus,official_app,51,1.794,2,95,10,mobile,1,0
196,GB48172534,Balendra Taneja,Delhi → Varanasi,Delhi,Varanasi,2025-11-24,2025-10-14,General,40C,337.89,INR,train,official_website,41,0.4121,5,66,5,mobile,0,0
197,HU62862944,Dhriti Basu,Ranchi → Mumbai,Ranchi,Mumbai,2026-04-01,2026-02-05,AC Sleeper,S39,5001.92,INR,bus,official_app,55,2.9423,3,109,10,tablet,0,0
198,ZZ88757368,Ayaan Zacharia,Mumbai → Visakhapatnam,Mumbai,Visakhapatnam,2026-12-08,2026-10-06,Business,25C,15428.94,INR,flight,official_website,63,10.286,1,104,5,mobile,0,0
199,WJ52582346,Mugdha Yadav,Bhubaneswar → Mangalore,Bhubaneswar,Mangalore,2026-09-10,2026-06-25,AC Sleeper,4A,6638.21,INR,flight,reseller,77,5.6883,10,64,2,desktop,1,1
200,WZ09345977,Dalaja Chahal,Pune → Chennai,Pune,Chennai,2026-12-20,2026-11-13,Business,8F,12699.58,INR,flight,official_website,37,10.7624,4,55,8,tablet,0,0
201,CY83487533,Forum Sen,Lucknow → Agra,Lucknow,Agra,2027-01-10,2026-12-26,Economy,14C,2697.29,INR,flight,official_app,15,7.29,4,93,1,tablet,0,0
202,HB39726739,Tristan Gokhale,Ranchi → Jaipur,Ranchi,Jaipur,2025-07-03,2025-06-12,Business,26D,6490.16,INR,flight,official_app,21,12.8011,2,111,7,mobile,0,0
203,HO92849334,Chaitaly Setty,Delhi → Amritsar,Delhi,Amritsar,2025-11-02,2025-09-08,Sleeper,S28,869.22,INR,bus,official_app,55,1.9316,5,85,3,mobile,0,0
204,UZ76680094,Amaira Jhaveri,Visakhapatnam → Jodhpur,Visakhapatnam,Jodhpur,2025-08-24,2025-07-29,Business,15D,630.29,INR,flight,reseller,26,1.0453,1,73,4,tablet,1,1
205,YV76948642,Ubika Sura,Ahmedabad → Mangalore,Ahmedabad,Mangalore,2026-02-20,2026-01-21,Economy,4B,7300.16,INR,flight,official_website,30,5.594,2,108,1,desktop,0,0
206,LB45820623,Arin Chacko,Bangalore → Amritsar,Bangalore,Amritsar,2026-07-14,2026-06-14,AC 2 Tier,29B,6691.39,INR,train,official_app,30,2.4783,1,75,8,tablet,0,0
207,AN93037679,David Prakash,Jodhpur → Ranchi,Jodhpur,Ranchi,2030-05-12,2026-12-23,AC 3 Tier,60D,1010.32,INR,train,official_website,1236,1.7419,9,87,5,mobile,1,1
208,NY01108112,Dalbir Sarna,Coimbatore → Nagpur,Coimbatore,Nagpur,2026-06-04,2026-04-30,AC Sleeper,42A,645.15,INR,train,official_app,35,2.5601,1,17,4,mobile,0,1
209,PP54291572,Luke Patla,Jodhpur → Mumbai,Jodhpur,Mumbai,2030-01-22,2025-10-04,First Class,32D,3147.62,INR,train,official_app,1571,3.4974,5,43,3,tablet,1,1
210,AO18332749,Zinal Devi,Kochi → Pune,Kochi,Pune,2030-06-15,2026-04-15,Economy,21A,3729.23,INR,flight,official_app,1522,6.3857,4,54,1,unknown,1,1
211,TN09668614,Abeer Bhatnagar,Bangalore → Patna,Bangalore,Patna,2025-06-13,2025-05-13,Sleeper,S14,4225.93,INR,bus,official_app,31,2.0123,1,85,10,desktop,1,0
212,PK35720101,Varsha Raj,Mangalore → Chandigarh,Mangalore,Chandigarh,2026-05-10,2026-03-29,Economy,16E,1221.37,INR,flight,dark_web,42,1.5079,22,9,3,unknown,1,1
213,XW30647042,Pooja Ganguly,Visakhapatnam → Mumbai,Visakhapatnam,Mumbai,2025-04-20,2025-02-22,AC 3 Tier,10A,2763.88,INR,train,official_website,57,1.8426,3,55,10,mobile,0,0
214,BM30979731,Priya Tara,Visakhapatnam → Goa,Visakhapatnam,Goa,2026-03-20,2026-03-07,General,S14,1179.39,INR,bus,reseller,13,2.8766,9,39,5,tablet,1,1
215,WS62639956,Gaurika Suresh,Kochi → Udaipur,Kochi,Udaipur,2025-04-17,2025-02-22,AC Sleeper,S11,1493.77,INR,bus,official_app,54,2.929,4,77,2,mobile,0,0
216,HJ52582291,Upma Choudhary,Surat → Bangalore,Surat,Bangalore,2025-02-21,2025-01-03,General,72C,71.57,INR,train,reseller,49,0.0573,3,24,1,tablet,1,1
217,CQ10326077,Azad Dalal,Chennai → Udaipur,Chennai,Udaipur,2030-05-25,2026-11-28,AC Sleeper,S49,2116.67,INR,bus,official_website,1274,3.0766,10,83,2,desktop,1,1
218,WS36491026,Reva Sood,Thiruvananthapuram → Mangalore,Thiruvananthapuram,Mangalore,2025-04-18,2025-03-13,AC 2 Tier,69B,4415.39,INR,train,official_website,36,2.5231,6,8,2,mobile,1,1
219,HN08466437,Tripti Oommen,Bangalore → Mangalore,Bangalore,Mangalore,2026-05-21,2026-02-24,Economy,2A,2513.5,INR,flight,official_website,86,7.1814,4,35,1,desktop,0,0
220,YW69464903,Gabriel Mallick,Jodhpur → Amritsar,Jodhpur,Amritsar,2026-04-15,2026-01-26,General,S21,1351.99,INR,bus,official_website,79,1.2125,3,120,5,desktop,0,0
221,CB35108428,Vritti Dube,Jaipur → Udaipur,Jaipur,Udaipur,2025-03-21,2025-01-28,Sleeper,67B,490.87,INR,train,official_website,52,1.2272,2,47,5,desktop,0,0
222,IY27832143,Kevin Korpal,Mangalore → Amritsar,Mangalore,Amritsar,2025-06-17,2025-06-07,AC Seater,S31,10745.55,INR,bus,official_website,10,14.5999,8,87,1,tablet,1,1
223,JU00769450,Raagini Kamdar,Mangalore → Patna,Mangalore,Patna,2026-01-01,2025-10-16,General,S46,1672.2,INR,bus,official_app,77,1.1809,1,109,3,desktop,1,0
224,DI91160601,Vedika Kala,Delhi → Amritsar,Delhi,Amritsar,2025-06-24,2025-04-02,AC Seater,S23,1147.59,INR,bus,official_app,83,2.5502,2,73,5,mobile,0,0
225,XJ27651081,Vincent Venkatesh,Varanasi → Agra,Varanasi,Agra,2025-08-06,2025-05-14,AC Seater,S47,1678.66,INR,bus,official_website,84,2.5205,3,66,8,mobile,0,0
226,LE15173905,Krisha Manne,Ahmedabad → Coimbatore,Ahmedabad,Coimbatore,2027-01-07,2026-11-14,Business,29D,10585.19,INR,flight,official_website,54,11.0608,2,115,10,mobile,0,0
227,UZ59747502,Rushil Dewan,Varanasi → Surat,Varanasi,Surat,2025-01-19,2025-01-06,AC 2 Tier,2D,2814.29,INR,train,official_website,13,2.5354,5,30,5,tablet,0,0
228,UC47637682,Yashasvi Divan,Indore → Thiruvananthapuram,Indore,Thiruvananthapuram,2030-09-05,2026-12-08,First Class,13B,2798.34,INR,train,official_app,1367,3.6248,7,60,5,mobile,1,1
229,QZ28889925,Shivansh Walia,Lucknow → Mangalore,Lucknow,Mangalore,2026-08-28,2026-08-04,Sleeper,S49,2530.45,INR,bus,official_website,24,1.948,4,72,9,desktop,0,0
230,TW97296013,Imaran Golla,Visakhapatnam → Delhi,Visakhapatnam,Delhi,2026-08-12,2026-06-03,General,10A,17580.49,INR,flight,official_app,70,10.1621,2,44,1,mobile,1,1
231,ABBB,Omkaar Krish,Coimbatore → Bhopal,Coimbatore,Bhopal,2025-02-21,2025-02-20,Sleeper,S22,954.96,INR,bus,reseller,1,1.9854,10,103,4,desktop,0,1
232,DZ37901190,Kashvi Dada,Agra → Lucknow,Agra,Lucknow,2030-10-13,2025-06-05,Sleeper,58D,352.58,INR,train,official_app,1956,0.9529,2,14,1,unknown,1,1
233,XS16481435,Dhruv Garg,Surat → Agra,Surat,Agra,2025-06-13,2025-05-20,Business,28E,6944.29,INR,flight,official_website,24,12.7418,1,66,4,desktop,0,0
234,WM97855850,Maya Mani,Agra → Ranchi,Agra,Ranchi,2025-07-16,2025-05-22,AC Seater,18B,12608.66,INR,flight,official_app,55,10.7674,9,46,1,desktop,1,1
235,NA56105767,Aadhya Mann,Chandigarh → Hyderabad,Chandigarh,Hyderabad,2026-07-03,2026-05-10,Economy,13D,6298.5,INR,flight,official_app,54,5.7626,5,95,2,tablet,0,0
236,VW76122314,Varsha Bail,Coimbatore → Mysore,Coimbatore,Mysore,2026-10-31,2026-10-27,AC 2 Tier,15A,505.4,INR,train,official_website,4,2.527,2,47,8,mobile,0,0
237,JQ78113623,Lohit Subramaniam,Udaipur → Delhi,Udaipur,Delhi,2026-01-31,2026-01-17,Business,8E,61121.39,INR,flight,official_app,14,91.226,8,21,4,unknown,1,1
238,YB57569690,Vanya Kumer,Jaipur → Jodhpur,Jaipur,Jodhpur,2025-02-07,2025-01-15,First Class,16C,1257.78,INR,train,official_website,23,3.6994,1,70,7,desktop,0,0
239,XXXXXXXXXX,Xalak Tara,Ranchi → Visakhapatnam,Ranchi,Visakhapatnam,2026-04-13,2026-04-11,Business,16E,15151.72,INR,flight,official_website,2,10.3993,1,30,4,mobile,0,1
240,FK20669521,Forum Tripathi,Ahmedabad → Hyderabad,Ahmedabad,Hyderabad,2025-10-24,2025-10-07,Sleeper,S42,2510.74,INR,bus,official_website,17,1.9723,1,42,1,tablet,0,0
241,PW29929984,Chasmum Subramanian,Hyderabad → Varanasi,Hyderabad,Varanasi,2025-09-09,2025-08-20,First Class,18C,1957.94,INR,train,official_website,20,3.6325,1,62,9,tablet,0,0
242,1637867221,Manthan Ganesan,Mumbai → Ranchi,Mumbai,Ranchi,2026-03-02,2026-02-02,AC Sleeper,S40,5059.24,INR,bus,reseller,28,2.976,1,99,4,mobile,1,1
243,JP76827691,Arin Mander,Patna → Indore,Patna,Indore,2026-08-17,2026-06-24,First Class,59C,2338.27,INR,train,official_website,54,3.5004,2,108,7,tablet,0,0
244,SI13456478,Vinaya Kanda,Kolkata → Coimbatore,Kolkata,Coimbatore,2027-03-23,2026-12-29,AC 3 Tier,37D,1454.47,INR,train,official_website,84,1.8295,5,43,1,mobile,0,0
245,DJ69119596,Mohammed Sethi,Jodhpur → Ahmedabad,Jodhpur,Ahmedabad,2026-08-25,2026-06-12,Business,26C,856.77,INR,flight,official_website,74,1.7485,4,103,4,mobile,1,1
246,PA55375368,Aachal Soni,Jaipur → Agra,Jaipur,Agra,2025-08-26,2025-06-06,Sleeper,S5,493.47,INR,bus,official_website,81,2.0561,5,53,3,desktop,0,0
247,RG59453426,Hitesh Chakraborty,Patna → Chandigarh,Patna,Chandigarh,2025-04-17,2025-01-26,AC Sleeper,S6,558.45,INR,bus,dark_web,81,0.4196,18,14,1,unknown,1,1
248,OT58217844,Amol Varma,Indore → Udaipur,Indore,Udaipur,2026-02-10,2026-01-14,Economy,9A,3702.29,INR,flight,official_website,27,6.1808,3,115,2,desktop,0,0
249,PI33792801,Zaitra Ratta,Kolkata → Jaipur,Kolkata,Jaipur,2025-10-08,2025-09-23,Economy,29A,7174.83,INR,flight,reseller,15,5.6141,8,37,5,desktop,0,1
250,KE96192313,Ridhi Lad,Bhopal → Patna,Bhopal,Patna,2027-03-09,2026-12-16,Sleeper,S47,474.08,INR,bus,official_website,83,1.8738,2,96,8,desktop,1,0
251,IR13737015,Faras Taneja,Patna → Pune,Patna,Pune,2030-12-13,2026-12-15,Economy,1E,4911.86,INR,flight,reseller,1459,5.9755,7,18,3,unknown,1,1
252,FE44533246,Jason Dey,Chennai → Hyderabad,Chennai,Hyderabad,2026-01-11,2025-10-20,AC Sleeper,S2,1942.56,INR,bus,official_website,83,3.0834,1,96,6,desktop,0,0
253,CH83208812,Jeet Ganesh,Ranchi → Bhubaneswar,Ranchi,Bhubaneswar,2026-09-20,2026-09-21,AC 2 Tier,19B,1126.79,INR,train,official_app,-1,2.5609,7,74,5,mobile,1,1
254,HJ37071302,Xiti Warrior,Chandigarh → Lucknow,Chandigarh,Lucknow,2026-09-19,2026-08-12,AC Seater,S39,2084.23,INR,bus,official_website,38,2.4492,2,70,3,tablet,0,0
255,FV60723497,Urvi Palan,Hyderabad → Delhi,Hyderabad,Delhi,2025-11-06,2025-09-25,Sleeper,S12,3108.93,INR,bus,official_app,42,1.9802,4,64,4,tablet,0,0
256,XR96892439,Luke Sachar,Lucknow → Amritsar,Lucknow,Amritsar,2030-10-15,2025-03-13,AC Sleeper,S14,1968.5,INR,bus,official_website,2042,2.9646,1,111,3,unknown,1,1
257,ES92510732,Jagvi Chokshi,Mumbai → Jaipur,Mumbai,Jaipur,2026-09-25,2026-07-09,AC Seater,S30,2795.49,INR,bus,official_website,78,2.4309,4,82,5,mobile,0,0
258,SA31897553,Irya Ray,Surat → Goa,Surat,Goa,2025-12-02,2025-11-23,Economy,14D,6603.52,INR,flight,official_website,9,5.62,4,110,3,desktop,1,0
259,JQ73778579,Ekani Sura,Nagpur → Lucknow,Nagpur,Lucknow,2026-10-23,2026-08-04,Business,11C,1270.19,INR,flight,dark_web,80,3.3782,23,4,2,unknown,0,1
260,XC77076222,Shravya Singhal,Bhopal → Chandigarh,Bhopal,Chandigarh,2027-02-20,2026-12-05,General,S35,1638.8,INR,bus,official_website,77,1.2914,4,115,2,mobile,0,0
261,FR92760397,Om Dutt,Kolkata → Bhopal,Kolkata,Bhopal,2025-08-26,2025-08-25,First Class,19A,4631.45,INR,train,official_app,1,3.4875,2,91,1,mobile,0,0
262,CX56871796,Watika Char,Udaipur → Nagpur,Udaipur,Nagpur,2026-09-14,2026-09-30,General,S36,488.71,INR,bus,official_website,-16,1.2037,5,25,1,desktop,1,1
263,QJ01754219,Zaid Varughese,Pune → Indore,Pune,Indore,2025-12-04,2025-11-02,Economy,14B,8015.08,INR,flight,official_app,32,5.5353,10,120,2,unknown,1,1
264,FV10302526,Bhavani Wali,Ahmedabad → Amritsar,Ahmedabad,Amritsar,2026-03-31,2026-01-15,Business,4F,10414.67,INR,flight,official_app,75,11.1387,1,33,10,desktop,0,0
265,HU48478905,Fitan Loyal,Coimbatore → Hyderabad,Coimbatore,Hyderabad,2026-11-02,2026-10-28,AC 3 Tier,34A,1917.08,INR,train,official_app,5,1.7784,5,30,7,mobile,0,0
266,HC73319796,Yochana Sagar,Nagpur → Jodhpur,Nagpur,Jodhpur,2026-06-24,2026-06-08,AC 2 Tier,12A,3279.84,INR,train,official_website,16,2.5347,2,73,3,desktop,0,0
267,XI24331576,Gauri Kohli,Ranchi → Ahmedabad,Ranchi,Ahmedabad,2026-12-13,2026-11-25,General,56A,218.36,INR,train,official_website,18,0.5365,2,46,4,desktop,0,0
268,SO89140428,Inaya Chaudhari,Nagpur → Ahmedabad,Nagpur,Ahmedabad,2027-02-17,2026-11-20,Sleeper,S22,2861.81,INR,bus,official_website,89,2.0211,3,86,3,tablet,0,0
269,ABBB,Rajeshri Sharma,Bhopal → Thiruvananthapuram,Bhopal,Thiruvananthapuram,2026-07-02,2026-05-26,Business,15E,6389.66,INR,flight,official_app,37,13.1746,6,13,4,unknown,1,1
270,CC94874959,Tara Randhawa,Delhi → Udaipur,Delhi,Udaipur,2026-08-14,2026-05-21,Economy,28A,4223.97,INR,flight,official_app,85,6.3044,2,82,5,tablet,0,0
271,MU05746009,Praneel Dua,Kochi → Surat,Kochi,Surat,2030-08-04,2025-12-28,AC Seater,S33,3739.94,INR,bus,official_app,1680,2.5494,3,90,5,unknown,1,1
272,KV41077868,Nirja Balan,Varanasi → Amritsar,Varanasi,Amritsar,2026-07-08,2026-06-20,General,24C,491.89,INR,train,reseller,18,0.9194,3,22,1,tablet,1,1
273,HV03427194,Harrison Bhalla,Nagpur → Mysore,Nagpur,Mysore,2026-01-05,2025-11-07,First Class,18B,2570.28,INR,train,official_app,59,3.5452,2,51,1,tablet,0,0
274,WW20064122,Jatin Rajagopalan,Delhi → Indore,Delhi,Indore,2025-06-26,2025-06-20,Sleeper,3A,833.26,INR,train,official_app,6,0.9578,4,118,10,desktop,1,0
275,DS88594054,Dev Chatterjee,Varanasi → Coimbatore,Varanasi,Coimbatore,2025-12-19,2025-12-05,AC Sleeper,S48,2594.04,INR,bus,official_website,14,2.9954,4,40,3,desktop,0,0
276,BW06445651,Tanay Narayanan,Hyderabad → Mysore,Hyderabad,Mysore,2027-03-17,2026-12-28,AC 2 Tier,34B,2558.45,INR,train,reseller,79,2.5483,9,108,2,unknown,1,1
277,GG42650876,Farhan Konda,Ranchi → Bhubaneswar,Ranchi,Bhubaneswar,2026-06-15,2026-05-25,Business,29D,5970.42,INR,flight,official_website,21,13.5691,4,71,2,mobile,0,0
278,SJ40180863,Fiyaz Rajagopalan,Chandigarh → Visakhapatnam,Chandigarh,Visakhapatnam,2025-07-29,2025-05-16,Business,24E,122984.69,INR,flight,official_app,74,136.045,6,40,4,unknown,0,1
